imdb_id,director,original_title,genre,overview
tt0035009,Sam Newfield,The Mad Monster,Horror,A reporter's (Johnny Downs) girlfriend's (Anne Nagel) father (George Zucco) injects a farmhand with wolf blood.
tt0034516,Sam Newfield,Billy the Kid's Smoking Guns,Western,"Knowing the Army is arriving to establish a post. Doc Hagan and his gang and the crooked Sheriff are trying to drive the ranchers off the land. When the gang wound a rancher, the Doc finishes him off with his needle. Running from the law again, Billy and his pals arrive and take up the ranchers fight. But when Billy's pal Jeff is wounded, Fuzzy unknowningly takes him to Doc Hagan."
tt0035265,Sam Newfield,Rolling Down the Great Divide,Western,A ring of cattle thieves uses short-wave radio to communicate with each other. A trio of range detectives must find a way to capture the gang.
tt0034992,Sam Newfield,The Lone Rider in Cheyenne,Western,"In this, one of the last episodes of the Lone Rider series, the hero must prove himself innocent after he is wrongfully charged with the murder of a prison guard."
tt0033390,Sam Newfield,Billy the Kid Trapped,Western,Stanton breaks Billy and his two friends Fuzzy and Jeff out of jail. He wants them free so three of his men can impersonate them for the robberies and murders he has planned.
tt0035237,Sam Newfield,Raiders of the West,Western,"In this western, a frontier detective disguised as an entertainer performs for the leader of an outlaw gang. At the same time, he learns the whereabouts of the outlaws' hideout. Unfortunately, his true identity is revealed and he must escape if he is to bring the gang to justice."
tt0034991,Sam Newfield,The Lone Rider and the Bandit,Western,A singing cowboy (George Houston) and his sidekick (Al St. John) rescue miners from a bad deal.
tt0035424,Sam Newfield,Texas Man Hunt,Western,It's WW II and German Reuther has organized local gangs to sabotage the beef supply at the source. Marshal Lee Clark arrives to investigate and joins up with local cowboys Art Davis and Bill Boyd. Lee has a typewritten note from the gang and hopes it can be traced to it's source.
tt0033843,Sam Newfield,The Lone Rider Fights Back,Western,"Opera star-cum-cowboy hero George Houston stars in PRC's The Lone Rider Fights Back. Appropriately enough, Houston disguises himself as a musician to get the goods on a gang of terrorists. The principal villain hopes to scare the local miners off their land, so he can move in and clean up."
tt0033395,Sam Newfield,Billy The Kid's Round-Up,Western,"When Sheriff Hanley sends for Billy and his pals, they arrive to find him murdered and Ed Slade temporary Sheriff. When henchman try to wreck the newpaper they take up the fight. First they get Fuzzy to run for Sheriff. Then Billy gets a confession from Slade as to the Sheriff's killer. On election day with the newspaper once again wrecked, they try to get out a paper with Slade's confession."
tt0033391,Sam Newfield,Billy the Kid Wanted,Western,"Billy the Kid (Buster Crabbe) and his pal Jeff (Dave O'Brien) help their friend Fuzzy Jones (Al St. John) escape from jail, and the trio heads for Paradise Valley, where they find the Paradise Land Development Company, ran by Matt Brawley (Glenn Strange) and Jack Saunders (Charles King), is somewhat less than honest in their dealings with the homesteaders. They devise a plan to cause a split between Brawley and Saunders."
tt0033841,Sam Newfield,The Lone Rider Ambushed,Western,"The Lone Rider Tom assumes a former outlaw's identity (Keno) to learn where the gold from his last big heist is hidden. He tries to get the info from Blackie Dawson, but Blackie gets suspicious."
tt0033845,Sam Newfield,The Lone Rider in Frontier Fury,Western,A honest cowboy is falsely accused of the murder of a rancher.
tt0034270,Sam Newfield,The Texas Marshal,Western,"Local ""patriot's league"" leader secretly kills off ranchers, buys up their estates, which are undermined with tin ore; Marshal and singing cowpoke team up to find villain and motive."
tt0033392,Sam Newfield,Billy the Kid in Santa Fe,Western,"Falsely accused of murder, Billy is able to escape thanks to his pals. Once in Santa Fe, he meets once again the man who lied  during the trial."
tt0033846,Sam Newfield,The Lone Rider in Ghost Town,Western,"Tom and Fuzzy investigate a ghost town which, in this case, is supposedly haunted by real ghosts. The town is an outlaw gang's hideout, and they scare folks away to protect their mine."
tt0033393,Sam Newfield,Billy The Kid's Fighting Pals,Western,"Billy, Fuzzy, and Jeff are on the run from the law again. This time they travel to a new town where Fuzzy is made Marshal. But Hardy and his outlaw gang control the town and none of the previous Marshals survived for very long."
tt0033991,Sam Newfield,Outlaws of the Rio Grande,Western,"Bob Day has been captured by Marlow's gang. When Tim Barton and sidekick Monte come looking for him, Tim is also captured. Escaping, Tim has a plan that will have the outlaws fighting among themselves."
tt0033394,Sam Newfield,Billy the Kid's Range War,Western,"Williams is out to stop Ellen Goreham from completing her road that is under construction and is using a man to impersonate Billy the Kid. When Billy sees the wanted posters and learns of the murders he supposedly committed, he sets out to find the imposter. His sidekick Fuzzy is there to help him but his friend Jeff, now a Marshal, is also after him."
tt0033844,Sam Newfield,The Lone Rider Rides On,Western,"Tom Cameron (George Houston) is searching for the outlaws who ambushed a wagon train, murdered his parents and stole the deed to their land. Though he was only a child at the time, he vividly remembers the scar on the ringleader's face -- and Tom will stop at nothing until he brings him to justice … and exacts vengeance. Al St. John, Hillary Brooke and Karl Hackett costar in this 1941 oater from director Sam Newfield. -  George Houston, Hillary Brooke, Al St. John"
tt0135805,Sam Newfield,Billy the Kid's Gun Justice,Western,"Escaping from the law once again, Billy, Fuzzy, and Jeff ride to the ranch of Jeff's uncle only to find another family living their. They soon learn of Cobb Allen's scheme where he sells a ranch, makes sure the rancher can't pay off his note, kicks him out, and resells the ranch. But Billy has a plan to recover the ranchers' money and he sends Fuzzy to town with a fake map to a gold treasure."
tt0032989,Sam Newfield,Riders of Black Mountain,Western,Marshal Tim Donovan has been sent to investigate a series of holdups. Posing as a card sharp he soon believes he knows who is tipping off the outlaws. So he sets up a fake shipment knowing that if the stage is robbed the contact person will be identiifed. But the day the stage is due the Sheriff arrests the gang Tim was expecting to do the robbery.
tt0032253,Sam Newfield,Billy the Kid in Texas,Comedy,"In the second of the ""Billy the Kid"" series from PRC that starred Bob Steele, Billy the Kid is being held on a trumped-up murder charge in a Mexico jail. He escapes and meets his pal, Fuzzy Jones, in Corral City, Texas, which is taking a holiday to allow the cowpunchers of the Lazy A Ranch their periodic spree. In the saloon, Billy is recognized by Dave Hendricks and Flash, two the Lazy A's bed men, as the rider who had held them up after they had robbed the express wagon a few hours earlier. Outside, Billy is ambushed and slightly wounded, and is taken to the express office by Jim Morgan where Mary Barton, the local agent, agrees to tend him until the doctor arrives. Billy turns over the loot he took from the outlaws and he is appointed sheriff, with Fuzzy as his deputy. The Lazy A gang brings in a noted gunfighter, Gil Cooper, who turns out to be Billy's brother. Billy, Gil and Fuzzy eventually rout the outlaw gang, and Gil remains behind with Mary as Billy and Fuzzy ride off."
tt0032763,Sam Newfield,Marked Men,Action,A man accused of planning a prison break turns the tables on escaped cons by leading the group into the desert.
tt0032223,Sam Newfield,Arizona Gang Busters,Western,"Arizona Gang Busters is another pre-WWII saber-rattler that finds a band of renegade gunmen, under the pretense of developing an irrigation project for the reclamation of arid desert land, using airplanes and parachute jumpers to gather valuable military information for a European power."
tt0032563,Sam Newfield,Gun Code,Western,"This low-budget western stars Tim McCoy as federal agent Tim Hammond, who follows a gang of big-city gangsters to the Wide Open Spaces. Don't be fooled by the opening credits: the ""Peter Stewart"" listed as director Gun Code was actually PRC workhorse Sam Newfield."
tt0162197,Sam Newfield,Billy the Kid Outlawed,Western,"In the first of the six films Bob Steele made in PRC's ""Billy the Kid"" series, gun law rules in Lincoln County, New Mexico in 1972, where Sam Daly and Pete Morgan operate a general store. Daly expects to be elected sheriff and he and Morgan intend to bring off a final big coup and then disappear. To further their plans, they have local ranchers such as the Bennett brothers killed. Billy Bonney and his friends Fuzzy Jones and Jeff Travis, driving a cattle herd and friends of the Bennetts,engage in a gun battle with the killers that frightens the stage horses. Billy gives chase and rescues Judge Fitzgerald and his daughter Molly. The judge has been sent by Washington's Department of Justice to take over the law enforcement in Lincoln County, but is murdered by the Daly/Morgan henchman. Sheriff Long deputizes Billy and his friends to bring in the killers, but Daly is elected sheriff, and promptly brands Billy, Jeff and Fuzzy as outlaws. Billy, now known as Billy the Kid, retaliates by ..."
tt0032602,Sam Newfield,Hold That Woman!,Crime,"A skip tracer--someone who collects late payments from people who've purchased appliances, etc., or takes them back them when they don't pay--repossesses a small radio from a deadbeat who's skipped payments. What he doesn't know is that a gang that has stolen diamonds from a Hollywood movie star has stashed them inside the radio, and they start hunting for him."
tt0032199,Sam Newfield,Am I Guilty?,Drama,A young black doctor sets out to establish a free clinic in Harlem.
tt0032497,Sam Newfield,Frontier Crusader,Western,A marshal is sent to clean up a mining town being terrorized by an organized gang that is killing miners and stealing their claims.
tt0032618,Sam Newfield,I Take This Oath,Drama,The trials and tribulations of a group of newly sworn-in police officers.
tt0033033,Sam Newfield,Secrets of a Model,Drama,Pretty girl in need of money for her dying mom's operation poses for a sculpture.
tt0033010,Sam Newfield,The Sagebrush Family Trails West,Western,"The story concentrates on a travelling medicine show maintained by Bobby Clark and his relatives Minerva Urecal, Earle Hodgins and Joyce Bryant. Their progress is impeded when Hodgins is framed on a robbery charge, but Clark uses his fancy lariat to hog-tie the genuine crooks."
tt0032387,Sam Newfield,Death Rides the Range,Action,"The otherwise standard Ken Maynard western Death Rides the Range is distinguished somewhat by a topical slant. The plot concerns a group of spies from an unnamed foreign country (gee, they sure sound German) who head westward to undermine American morale. Into this malaise wanders Maynard, supposedly a rootless cowpoke but in reality an FBI agent. Things begin to heat up when the villains lay claim to a helium well on the property owned by heroine Fay McKenzie. The film's silliest moment occurs in mid-stream, when chief villain Charlie King begins beating up everyone within arm's length, with nary a scratch on his own person."
tt0032634,Sam Newfield,The Invisible Killer,Mystery,"Reporter Sue Walker has too much inside information on the local gambling rackets to suit her sweetheart, Detective Lieutenant Jerry Brown, chief of the police Homicide Squad. When the call comes in that there has been a killing at Lefty Ross' place, a notorious gambling joint, Jerry is peeved when Sue beats him there. He discovers that gambler Jimmy Clark was killed as he answered a telephone call, and his body is riddled with bullets but Jerry can't find any weapon. Sue is amazed to see Gloria Cunningham there. Gloria's father is one of the town's leading reformers and she is engaged to District Attorney Richard Sutton. Ross decides to give Sutton all the information he needs and makes an appointment to go to Sutton's home. Once there, Ross is called to the telephone before he can give any information, and is killed in the same mysterious manner as Jimmy Clark."
tt0031305,Sam Newfield,Fighting Mad,NA,"Ann Fenwick is a witness to a bank robbery in the U.S. and the bandits, led by Trigger (Warner Richmond) and Leon (Ted Adams) capture her and when she disappears, a warrant is issued for her arrest as a material witness. The bank robbers flee across the border into Canda where they steal a trailer in which they lock Ann and the loot. The hitch breaks and the trailer plunges into a lake. Sergeant Renfrew (James Newill) and Constable Kelly (Dave O'Brien), of the Canadian Mounties,rescue Ann and she tells them she is a hitch-hiking tourist and gives a false name. Renfrew sends Kelly for aid, Ann escapes and Kelly returns with the news that she is wanted. The leader of the gang, Cardigan (Milburn Stone), sends the gang back for Ann and the loot, which Ann has hidden in a trappers cabin, just before Trigger recaptures her. Renfrew goes to her rescue, but is also captured. But reliable Constable Kelly is somewhere in the woods."
tt0031318,Sam Newfield,Flaming Lead,Western,"Cowhand Ken Clark is stranded in Chicago, and temporarily takes a job as a sharp-shooter entertainer in a night club, with the intention of getting enough money together to get back to his beloved Arizona. Frank Gordon, while drunk, is about to be rolled by the club bouncer, but Ken interferes and earns Clark's gratitude. Gordon gets a telegram from Kay Burke, the daughter of his partner in Arizona, notifying him that her father, Jim Burke, has been killed by rustlers.The ranch has a U.S. Army contract to furnish horses, but she sees little hope of being able to make good because the stock is being rustled, and she asks Gordon for his help."
tt0032055,Sam Newfield,Trigger Fingers,NA,Marshal and his men disguise themselves as gypsies to catch a gang of cattle thieves.
tt0031427,Sam Newfield,Hitler - Beast of Berlin,War,"Hans Memling, a young intellectual, patriotic German, is secretly opposed to the Nazi regime. With the aid of Gustav Schultz, Father Pommer, Anna Wahl and others, he is gleaning accurate information from foreign radio broadcasts and distributing it through Germany with an underground-press operation. He convinces his brother-in-law Karl Bach, the brother of his wife Elsa, that Hitler is leading Germany toward a second world war. Karl, in love with Anna, joins the movement, determined to restore German culture and save the people from the brutality of the Storm Troopers and the Gestapo. The group has an inside link through Albert Stalhelm, a Storm Trooper and one of Hitler's Elite Guards. Albert is sickened by the brutalities he sees and wants to resign and flee Germany, but Hans persuades him to remain until they can find a replacement. He agrees, but warns the group that he is forced to join in the Nazi orgies and liquor loosens his tongue..."
tt0031306,Sam Newfield,The Fighting Renegade,Western,"El Puma, a Mexican desert guide, escorts an archaeological expedition headed by Professor Lucious Lloyd (Forrest Taylor through the Indian badlands of Mexico. Marian (Joyce Bryant (I)'), the professor;s niece accompanies the party as only she can translate the Aztec writings in the diary of her father, murdered on a similar expedition six years previous. THe professor is murdered by a knife, and the weapon is recognized as the property of El Puma. Magpie (Ben Corbett), a Federal Investigtor, knows that El Puma is really ""Lightnin' Bill' Carson (Tim McCoy), a former federal agent who has been missing since Marian's father was slain. The reluctant Magpie believes that his old pal is guilty. Carson sets out to prove otherwise."
tt0033104,Sam Newfield,Straight Shooter,Western,"Before he was killed, Martin hid a half million dollars worth of bonds on his ranch. Brainard, who killed him, Inspector Carson posing as Sam Brown, and Martin's niece Margaret all want the ranch, and it's being sold at auction."
tt0031769,Sam Newfield,Outlaws' Paradise,Western,Bill Carson assumes the identity of gang leader Trigger Mallory in order to fool his gang and his girlfriend.
tt0031164,Sam Newfield,Code of the Cactus,Action,A story of cattle rustling and double identities.
tt0031929,Sam Newfield,Six-Gun Rhythm,Western,"Western - When football player Tex fletcher arives home he finds his father missing. Jim Davis has killed the father and learning of Tex's identity -  Tex Fletcher, Joan Barclay, Ralph Peters"
tt0030893,Sam Newfield,Trigger Pals,NA,"Kent wants the Allen ranch. So he has Steve and his men rustle their cattle using Pete as an informant. When the Trigger Pals Lucky, Stormy, and Fuzzy fight back, Kent frames Stormy for the rustling."
tt0030845,Sam Newfield,The Terror of Tiny Town,Comedy,"Using a conventional Western story with an all dwarf cast, the filmmakers were able to showcase gags such as cowboys entering the local saloon by walking under the swinging doors, and pint-sized cowboys galloping around on Shetland ponies while roping calves."
tt0030756,Sam Newfield,Six-Gun Trail,Western,"Chasing jewel thieves, Captain Carson and Magpie head for the border where Carson, posing as a Chinaman, opens a store that buys jewelry. To flush the thieves into the open, Carson wins all their money at poker. They agree to sell him the jewels but plan to kill him and keep both the jewels and the money."
tt0030366,Sam Newfield,Lightning Carson Rides Again,Western,"Lightning Carson's nephew has been falsely accused of murder. To get in with the gang, Lightning poses as a Mexican. He also appears as himself making his costume changes at his sister's ranch. Just as he about to bring in the gang, a henchman finds evidence of his masquerade and arrives to expose the hoax."
tt0030159,Sam Newfield,Frontier Scout,Action,Gen. Ulysses S. Grant has a job for Wild Bill Hickok (George Houston) and his sidekick (Al St. John).
tt0030091,Sam Newfield,Durango Valley Raiders,Western,"The Shadow and his outlaw gang have control of Durango Valley. Keene Cordner arrives, and with the help of Tanner becomes a second Shadow in his attempt to round up the gang."
tt0030051,Sam Newfield,Desert Patrol,Western,"When a fellow ranger (Julian Madison) is brutally murdered, the Captain sends Dave Austin to investigate the crime, only to stumble upon a money-laundering scheme in the works. With one eye on the killer (Ted Adams), Austin tries to unravel the racket. But keeping his true identity under wraps could be a problem. Rex Lease and Marion Weldon co-star in this classic Western from prolific director Sam Newfield."
tt0030209,Sam Newfield,Gunsmoke Trail,Western,"Learning of Walters' inheritance, Larson kills him and assumes his identity. When Larson's men try to kill Walter's niece Lola, Jack Lane breaks it up. This leads to a showdown with Jack outnumbered by Larson and his gang. Having saved Loma's life earlier, he has Fuzzy ride for him and his men."
tt0030581,Sam Newfield,Phantom Ranger,Western,A Treasury Department engraver is being held captive by a counterfeiting gang that wants him to make counterfeit plates for them. A lawman is sent to rescue him.
tt0030770,Sam Newfield,Songs and Bullets,Western,Melody arrives looking for the killer of his uncle and at the same time Dumont arrives looking for the murderer of her father. They both suspect Skelton and Dumont finds incriminating evidence in his office. But when Melody finds the murder weapon in Skelton's office he is arrested by Shelton's stooge Sheriff.
tt0030329,Sam Newfield,Knight of the Plains,Western,"Peterson has a plan to obtain all the ranches in the valley. He gives Carson a phony Spanish land grant and has him pose as the Mexican owner. When Fred and Fuzzy have their cattle stolen by Peterson's men, they quickly become involved in the scheme."
tt0133763,Sam Newfield,The Feud Maker,Western,"When Tex is brought in to fight in a range war between the cowmen and the nesters, he meets his old outlaw boss Lassiter. He learns Lassiter is behind the feud when Lassiter asks him to join up with his gang. Tex refuses and instead sets out to stop the feud but no one will believe him that Lassiter is responsible."
tt0030001,Sam Newfield,Code of the Rangers,Western,A Texas Ranger is faced with the task of bringing his outlaw brother to justice.
tt0030870,Sam Newfield,Thunder in the Desert,Adventure,"Bob arrives looking for the killer of his uncle. When the Sheriff chases him and his partner Rusty, Reno thinks they are the men he is looking for and takes them into his gang. There Bob finds his uncle's gun and knows he has found the right gang. However he realizes the gang has an unknown leader and he sets out to find him."
tt0030556,Sam Newfield,Paroled - To Die,Action,"Meline is taking money from his own bank to drill an oil well. When he finds Doug Redfern's bandana, he has his gang rob his bank and uses the bandana to frame Doug. When Doug is convicted but immediately paroled, Meline has another plan that he thinks will put him away permanently."
tt0028978,Sam Newfield,Harlem on the Prairie,Music,A cowboy helps a pretty young woman find lost gold.
tt0028728,Sam Newfield,Colorado Kid,Western,"When Hines kills the Colonel for his money, the Colorado Kid is arrested and then found guilt of the murder. Bibben beaks him out of jail and later identifies some of the bills spent by Hines to have been part of the money stolen from the Colonel. The Kid now knows he is the one he is after and heads out to get a confession."
tt0028870,Sam Newfield,The Fighting Deputy,NA,"The Sheriff and his deputies are after Scar Adams. Scar is the brother of Alice Denton, the girl Deputy Tom plans to marry, and when the Sheriff is wounded she makes Tom refuse the job of Sheriff. But when Scar kills his father, Tom puts on the badge and takes out after him."
tt0029259,Sam Newfield,Moonlight on the Range,Action,"Tom ""Killer"" Dane kills Jeff's friend, who then pursues him. Jeff and Dane are look-alike half brothers, which allows Dane to make a raid dressed like Jeff. Jeff is arrested, but before Dane's henchman can organize a lynch mob, Fuzzy breaks him out and Jeff heads after Dane again."
tt0028583,Sam Newfield,Arizona Gunfighter,Western,"When Colt kills the men that murdered his father, he escapes his pursuers and joins Wolf and his outlaw gang. After two years Wolf breaks up the gang, deeds his ranch to Colt, and turns himself in. Now an honest rancher, things are going fine for Colt until Wolf's old gang shows up under a new leader. Colt get the Governor to release Wolf claiming the two of them can bring in the gang."
tt0029487,Sam Newfield,Ridin' the Lone Trail,Western,Trains are being robbed by a gang led by an outlaw on a beautiful white horse. The marshal sent to investigate finds out the horse beings to the girl he's in love with.
tt0028645,Sam Newfield,Boothill Brigade,Western,Rancher Reynolds has fired his men and hired killers and is now using a crooked land deal to put the other ranchers off their land. Calico finds the reason why when he runs into his old nemesis Porter.
tt0028802,Sam Newfield,Doomed at Sundown,NA,"Young Dave Austin (Bob Steele) hunts down the varmint who murdered his father in this B Western. Austin tracks killer Jim Hatfield (Warner Richmond) to his hideout, a Mexican cantina where Hatfield and his ruthless gang terrorize the locals. After being deputized, the courageous Austin allows himself to be captured by the gang and devises an ingenious plan to turn the bad guys against one another. Lorraine Randall co-stars."
tt0029126,Sam Newfield,A Lawman Is Born,Western,An outlaw falsely accused of murder realizes the only way to clear himself is to become a lawman.
tt0028967,Sam Newfield,Gun Lords of Stirrup Basin,Western,"Lawyer Bowdre has started a war between the ranchers and the homesteaders planning to take over the homesteaders land when they are wiped out. Rancher Dan Stockton, having just married homesteader Gail Dawson, is caught in the middle. He suspects Bowdre is behind the war and it's not long before he gets a chance to prove it."
tt0028969,Sam Newfield,Guns in the Dark,NA,"When Johnny and Mendez argue, the lights go out, and in the ensuing gunfight Johnny thinks he killed his friend Dick. Now refusing to wear a gun he crosses the border. But it is not long before he runs into Mendez and more trouble."
tt0028604,Sam Newfield,Bar-Z Bad Men,NA,"Jim Waters arrives at Ed Parks' ranch to find Parks' cattle herd mysteriously increased. Hamp Harvey has been losing cattle and he suspects Parks. But the culprit is Harvey's foreman Brent who gets his orders from the town's leading citizen Sig Barstell. Barstell wants Harvey's ranch and after trying to frame Harvey by killing Parks, Waters takes over and goes after both the killer and the rustlers."
tt0029230,Sam Newfield,Melody of the Plains,Western,"The fourth of 12 singing Westerns starring the ""Silvery-Voiced Baritone,"" Fred Scott, Melody of the Plains begins peacefully enough with Scott, as cowboy Steve Condon, warbling Don Swander and June Hershey's ""Albuquerque."" The story quickly takes a rather grim turn when one of Steve's colleagues, Bud (David Sharpe), is shot and killed after selling out to a gang of rustlers. Mistakenly believing he fired the deadly shot, a dejected Steve, along with sidekick Fuzzy (Al St. John), goes to work for Bud's father (Lafe McKee), a rancher nearly forced into bankruptcy by a crooked land developer (Hal Price)."
tt0029687,Sam Newfield,Trail of Vengeance,Western,There is a range war between the ranchers led by Tilden and the outlaw gang of Link Carson. Wanted outlaw Dude Ramsey arrives and joins up with Tilden. First he saves the ranchers from Carson's trap and then exposes Pearson as Carson's informant and killer of Steve Warner.
tt0029147,Sam Newfield,Lightnin' Crandall,Romance,"Cowboy with a reputation as the fastest gun in Texas heads to Arizona to leave his past behind, but it keeps catching up to him."
tt0028914,Sam Newfield,The Gambling Terror,Western,"Brett runs a protection racket for an unknown boss. When Jeff Hayes arrives and opens a gambling den, they try to shut him down. Unlike the others who have given in, he plans to fight back."
tt0030023,Sam Newfield,Crashing Through Danger,Drama,"Three electrical linemen work through the hazardous conditions of the Depression Era. Sparks fly, and things become truly dangerous, when Ann (Sally Blane) comes between this band of brothers. Things get worse, after they move in together, following the death of her father, their supervisor, ""Pop"" Foster (Robert Homans), from an industrial accident."
tt0028311,Sam Newfield,Stormy Trails,Western,"A rancher caught in the middle of a bank robbery shoots one of the robbers. However, the dead bandit turns out to be a former ranch hand who was suing him. The rancher is arrested for murder."
tt0028194,Sam Newfield,Roarin' Lead,Western,The Three Mesquiteers fight cattle rustlers.
tt0027669,Sam Newfield,Ghost Patrol,Western,"A Professor has an invention that will bring down planes causing them to crash and Dawson is forcing him to use it on those carrying money. When Tim arrives to investigate he is mistaken for a noted outlaw. So he assumes that identity to force Dawson to make him a partner. But just as a plane bringing Tim help is arriving, his true identity is revealed and while he is a prisoner, Dawson forces the Professor to start his machine."
tt0027890,Sam Newfield,The Lion's Den,NA,"Merwin hires Barton to fight Welsh, but when Barton arrives in town, Welsh mistakes him for the hired killer Single-Shot Smith. Figuring he can help Merwin by being part of Welsh's gang he hires on as Single-Shot. But soon the real Single-Shot appears."
tt0164611,Sam Newfield,"Go-Get-'Em, Haines",Action,"Reporter Steve Haines (Boyd), on the trail of a business tycoon, follows his subject onto an ocean liner and gets wound up in a cruise full of intrigue, romance and murder."
tt0027255,Sam Newfield,Aces and Eights,Western,A card sharp steps in when a Mexican family's ranch is threatened by swindlers and cheats.
tt0027410,Sam Newfield,Burning Gold,Drama,"Jim Thornton is an independent wildcat driller in Califonia who hits a gusher and overnight riches, and marries his sweetheart that is a singer at a local saloon. But he can't handle being rich, and the marriage is on the rocks."
tt0130311,Sam Newfield,Thoroughbred,NA,"An out-of-work reporter wins a horse in a dice game. The horse turns out to be a champion runner. His girlfriend helps him get the horse into professional racing, but they get mixed up with gamblers."
tt0027886,Sam Newfield,Lightnin' Bill Carson,NA,"A lawman captures the notorious ""Pecos Kid"", who is tried and hanged for his crimes--then starts to have doubts as to whether the Kid actually committed the crimes."
tt0027613,Sam Newfield,Federal Agent,Drama,A federal agent sets out to track down his partner's killers.
tt0027382,Sam Newfield,Border Caballero,NA,"Tex Weaver is working under cover to bring in a gang of bank robbers. When he is killed, Tim Ross, a marksman with Doc Shaw's traveling show, takes over. Posing as a Mexican he lays a trap for the gang."
tt0028195,Sam Newfield,Roarin' Guns,Western,"An average low-budget Western from short-lived Puritan Pictures, Roarin' Guns starred Tim McCoy as Tim Corwin, an agent for the Cattlemen's Association assigned to look into a range war between settlers and powerful cattle baron Walton (Wheeler Oakman)."
tt0026157,Sam Newfield,Bulldog Courage,Western,"A miner who was swindled out of his mine by a banker turns to robbing stagecoaches. Several years after he is tracked down and killed, his son comes to town to tangle with the banker."
tt0028382,Sam Newfield,Timber War,Western,The owners of a lumber mill hire an investigator to find out who is sabotaging their mill.
tt0265608,Sam Newfield,Racing Luck,NA,"Racehorse-owner Dan Morgan is ruled off the track and out of racing when his horse is doped by a rival owner who knows that Dan's horse can win a high-stakes race. Trying to clear his name, Dan runs into many difficulties and incidents, including a blazing barn filled with valuable horses, before he is able to gather the needed evidence against the guilty man."
tt0027130,Sam Newfield,Trails of the Wild,NA,"An agent tracking down a man who disappeared in the mysterious ""Ghost Mountain"" area discovers discovers the hideout of a gang of murderous outlaws."
tt0026133,Sam Newfield,Branded a Coward,Western,"Safely from behind some shrubbery, Johnny Hume, a boy of 6 or 7, witnesses the slaughter of his mother, father and brother by the guns of a gang led by ""the Cat"". Twenty years later finds Johnny grown to manhood, an expert bronc rider and target shooter - but paralyzed with fearful memories in an actual gunfight. This is brought home to him when some outlaws stick up the local saloon and Johnny ends up cowering behind the bar."
tt0026223,Sam Newfield,Code of the Mounted,Adventure,"A thug robs and kills a fur trapper. He is caught and locked up by the Mounties, but is soon broken out by his partner. As the Mounties investigate, they discover that the two are part of a ruthless crime ring run by a female gangster."
tt0026791,Sam Newfield,Northern Frontier,NA,A Mountie sets out to infiltrate and break up a gang of counterfeiters.
tt0027157,Sam Newfield,Undercover Men,Western,"For showing cowardice during a holdup, bank teller Bob Hunter is fired. He joins the Mounties and is assigned to look for those robbers. To have him work undercover, the Inspector's scheme is to have Bob supposedly kicked out of the Mounties."
tt0024891,Sam Newfield,Big Time Or Bust,NA,"Newlywed carnival performers decide to try their luck in New York, but their marriage begins to crumble when their careers take separate paths."
tt0024174,Sam Newfield,The Important Witness,Action,"A freelance stenographer is hired for a job, but when she arrives at the address she was given, she finds that a murder has taken place there--and she is arrested for it."
tt0024491,Sam Newfield,Reform Girl,Crime,A young girl just out of prison and desperate for money finds herself involved in a plot to smear a politician by pretending to be his long-lost daughter.
tt0021373,Sam Newfield,Sid's Long Count,Comedy,"Syd (Syd Saylor)is a punch-drunk, 10th-rate prizefighter who, since his manager can't book him any matches, turns to selling reducing machines for a living. He is trying sell one to a policeman's wife when her husband comes home and gets the wrong impression of what is going on."
tt0357028,Sam Newfield,Please Excuse Me,NA,"Sixth release in the 'Excuse Makers' 2-reel comedy series. This is one of a million comedy shorts of the 20s showcasing so-so pratfalls in the middle of Los Angeles, then a very pretty city. The comedy -- involving a collection agency employee who makes up wild excuses to explain his tardiness -- is better when the jokes are on the road, and involve how cars can be smacked into each other, flipped around, and seem to have mischievous minds of their own."
tt0052287,Joseph H. Lewis,Terror in a Texas Town,Action,"Armed with a harpoon, a Swedish whaler is out for revenge after the death of his father. A greedy oil man trying to buy up the Swede's land might be the guilty party."
tt0050481,Joseph H. Lewis,The Halliday Brand,Western,Sheriff Halliday doesn't approve of his children dating or marrying half-breeds and his blind hate threatens to alienate his whole family.
tt0049745,Joseph H. Lewis,7th Cavalry,Western,An officer accused of cowardice volunteers to bring back General Custers's body after Little Big Horn.
tt0048289,Joseph H. Lewis,A Lawless Street,Action,A Marshal must face unpleasant facts about his past when he attempts to run a criminal gang out of town.
tt0047878,Joseph H. Lewis,The Big Combo,Drama,"Police Lt. Leonard Diamond vies to bring a clever, well connected, and sadistic gangster to justice all the while obsessing over the gangster's girlfriend."
tt0045661,Joseph H. Lewis,Cry of the Hunted,Crime,A prison convict escapes through the Louisiana swamps.
tt0044543,Joseph H. Lewis,Desperate Search,Drama,"A man (Howard Keel), his wife (Jane Greer) and his famous-aviator ex-wife (Patricia Medina) search for their two children lost with a cougar."
tt0045082,Joseph H. Lewis,"Retreat, Hell!",War,"During the Korean War, a U.S. Marine battalion must fight its way out of a frozen mountain pass despite diminishing supplies, freezing temperatures and constant attacks by overwhelming numbers of Chinese soldiers."
tt0042664,Joseph H. Lewis,A Lady Without Passport,Thriller,A secret service agent falls in love with an illegal immigrant.
