dispnum,incidnum,year,month,day,mid21location,midlocmeasuringpoint,lat,lng,precision,onset
4007,4007011,1995,1,7,No location given for Bhutto speech.  Subject involves disputed territory of Kas,point estimate,34.96667,76.15,5,0
4007,4007012,1995,1,17,"Kashmir, line of control, Pakistani sector.",Kargil,34.53333,76.2,2,0
4007,4007013,1995,1,29,"Kashmir, Poonch sector near line of control (LOC).",Poonch,33.76667,74.1,1,0
4007,4007014,1995,2,20,Poonch sector of Indian Kashmir.,Poonch,33.76667,74.1,3,0
4007,4007015,1995,4,11,India-Pakistan border in Kashmir.,Kargil,34.53333,76.2,4,0
4007,4007016,1995,4,17,"Kashmir, Kupwara district.",srinagar,34.06667,44.8,2,0
4007,4007017,1995,5,24,"Kashmir, LOC, village of Sabzkot in Bhimber district; also Rawalakot and Kotli d",Bhimber,32.98333,74.5,1,0
4007,4007018,1995,5,27,"Pakistani Kashmir, Neelum Valley.",`,33.58333,73.4,3,0
4007,4007019,1995,5,29,"Indian sector of Kashmir, Poonch.",Poonch,33.76667,74.1,3,0
4007,4007020,1995,7,10,Nanshera sector of Indian-controlled Kashmir.,Kargil,34.53333,76.2,3,0
4007,4007021,1995,8,15,"Kahuta sector of Pakistani-controlled area of Kashmir,  across LOC.",Kahuta,33.58333,73.4,3,0
4007,4007022,1995,8,16,"Kashmir, LOC, Titwal sector of Neelum Valley; also Pando and Chikothi sectors (P",titwalan,34.6,72.65,2,0
4007,4007023,1996,1,27,"Akhnoor district of Indian Kashmir, plus 11 different sites along the line of co",Akhnur,32.86666,74.75,3,0
4007,4007024,1996,2,1,No location given other than line of control between Indian and Pakistani zones,Kargil,34.53333,76.2,5,0
4007,4007025,1996,2,11,"Border area of Sambah, 45 km from Jammu (winter capital of Kashmir).",Samba,32.53333,75.16666,3,0
4007,4007026,1996,2,17,Kot Katera in Nikyal sub-sector of Pakistani Kashmir.,Nikyalanwali,32.71667,72.23333,3,0
4007,4007027,1996,2,22,"South Charva Post in Sambah sector, 45 km from winter capital of Jammu and Kashm",Samba,32.53333,75.16666,3,0
4007,4007028,1996,6,8,"Siachin Glacier, Kashmir.",Siachen Glacier,35.66667,76.75,3,0
4007,4007029,1996,9,7,"Neelum Valley, Athmugam village in Pakistani held Kashmir.",shardi,34.87806,74.03083,3,0
4007,4007030,1996,10,17,"Pakistani sector of Kashmir; Leepa, Neelum Valley, Kiran, and Chirikot.",Kiran,33.96667,74.1,3,0
4007,4007031,1997,4,9,"Kargil, Indian sector of Kashmir.",Kargil,34.53333,76.2,2,0
4007,4007032,1997,8,22,Kargil area on border between Indian and Pakistani controlled sectors of Kashmir,Kargil,34.53333,76.2,2,0
4007,4007033,1997,9,2,Kashmir; border between Indian and Pakistani sectors in the Himalayas.  Areas in,Uri,35.33333,74.33334,4,0
4007,4007034,1997,9,27,"Siachen Hills, Kashmir, town of Kargil",Kargil,34.53333,76.2,2,0
4007,4007035,1998,1,10,Chandoo Chack village in Indian sector of Kashmir.,Chandoo,32.78333,73.13333,1,0
4007,4007036,1998,1,24,Punch sector of Indian Kashmir.,Punch,33.8,74.66666,3,0
4007,4007037,1998,4,29,"Siachen Glacier, Kashmir.",Siachen Glacier,35.66667,76.75,3,0
4007,4007038,1998,5,20,Border between Indian and Pakistani sectors of Kashmir.,Kargil,34.53333,76.2,4,0
4007,4007040,1998,6,23,Line of control between Indian and Pakistani sectors of Kashmir.,Kargil,34.53333,76.2,4,0
4007,4007041,1998,7,17,"Line of Control, Pakistani Kashmir, Haji Pir, Neelam, Kotli, Chirikot, Pandu, Du",Kotli,33.5,73.91666,4,0
4007,4007042,1998,10,12,"Siachen Glacier, Kashmir.",Siachen Glacier,35.66667,76.75,3,0
4007,4007043,1999,1,19,"Siachen Glacier, Kashmir.",Siachen Glacier,35.66667,76.75,3,0
4007,4007044,1999,3,30,"Siachen Glacier, Kashmir.",Siachen Glacier,35.66667,76.75,3,0
4007,4007045,1999,5,9,"Kargil sector of Kashmir, 240 km southwest of Srinigar.",Kargil,34.53333,76.2,2,0
4008,4008001,1995,5,31,"Gulf of Thailand, 138 nautical miles east of the southern Thai province of Songk",Point Estimate,7,133,2,1
4009,4009001,1995,10,-9,COL side of the COL-VEN border.,Sierra de Perija,9.5,-73.5,4,1
4009,4009002,1995,10,8,Sierra de Perija border region.  The incident allegedly occurred on the COL side,Sierra de Perija,9.5,-73.5,3,0
4009,4009003,1995,10,-9,On the COL side of the COL-VEN border.,Sierra de Perija,9.5,-73.5,4,0
4010,4010001,1993,1,26,"Nahuaterique, Honduras",Nahuaterique,14,-88.06667,1,1
4011,4011001,1995,4,8,"Gulf of Fonseca (shared by NIC, HON, and SAL), apparently along the border betwe",Gulf de Fonseca,13.16667,-87.66666,3,1
4011,4011002,1995,4,9,"Gulf of Fonseca, apparently along the border between NIC-HON territorial waters",Gulf de Fonseca,13.16667,-87.66666,3,0
4011,4011003,1995,5,29,"Gulf of Fonseca (shared by HON, NIC, and SAL).  NIC claims that the seized offic",Gulf de Fonseca,13.16667,-87.66666,3,0
4011,4011004,1995,5,31,"Gulf of Fonseca (shared by NIC, HON, and SAL), apparently along border between N",Gulf de Fonseca,13.16667,-87.66666,3,0
4011,4011005,1995,6,13,"Gulf of Fonseca (shared by NIC, HON, and SAL), apparently in NIC territorial wat",Gulf de Fonseca,13.16667,-87.66666,3,0
4012,4012001,1995,12,22,"Gulf of Fonseca (shared by NIC, HON and SAL), apparently referring to waters cla",Gulf de Fonseca,13.16667,-87.66666,3,1
4013,4013001,1995,1,9,"(8.2) Cueva de los Tayos, Ecuador Codillera del Condor region",cordillera del condor (EC-PER),-3.51,-78.3175,3,1
4013,4013002,1995,1,9,Cordillera del Condor region on the border between ECU and PER.,cordillera del condor (EC-PER),-3.51,-78.3175,3,0
4013,4013003,1995,1,23,Cordillera del Condor disputed border region between ECU/PER.,cordillera del condor (EC-PER),-3.51,-78.3175,3,0
4013,4013004,1995,1,26,The disputed border region comprised of 320 square kilometers of land adjacent t,cordillera del condor (EC-PER),-3.51,-78.3175,3,0
4013,4013005,1995,1,27,"The mobilization was called in Quito, Ecuador; the troops were to be sent to the",cordillera del condor (EC-PER),-3.51,-78.3175,3,0
4013,4013006,1995,1,28,Cordillera del Condor,cordillera del condor (EC-PER),-3.51,-78.3175,3,0
4013,4013007,1995,1,28,Border area in El Oro region of Cordillera del Condor.,El Oro,3.816667,-74.33334,3,0
4013,4013008,1995,1,29,"Peruvian border, near the disputed Cordillera del Condor area.",cordillera del condor (EC-PER),-3.51,-78.3175,4,0
4013,4013009,1995,3,9,"Cordillera del Condor, near Tiwinza",cordillera del condor (EC-PER),-3.51,-78.3175,3,0
4013,4013010,1995,3,22,"Cordillera del Condor, near Tiwinza.",cordillera del condor (EC-PER),-3.51,-78.3175,3,0
4013,4013011,1995,3,27,Cordillera del Condor,cordillera del condor (EC-PER),-3.51,-78.3175,3,0
4013,4013012,1995,5,9,Cordillera del Condor,cordillera del condor (EC-PER),-3.51,-78.3175,3,0
4014,4014001,1993,10,15,"Melchor de Mencos, Guatemala",Melchor de Menchos,17.06667,-89.16666,1,1
4014,4014002,1993,10,16,"Melchor de Mencos, Guatemala",Melchor de Menchos,17.06667,-89.16666,1,0
4015,4015001,1995,8,25,"Monte de Olivos, GUA in the northern El Peten department.",Los Olivos,14.68333,-89.68333,1,1
4015,4015002,1995,9,-9,"Near the village of Los Olivos (Monte de Olivos) in El Peten department of GUA,",Los Olivos,14.68333,-89.68333,2,0
4015,4015003,1995,9,23,"El Peten, Guatemala",El Peten,16.83333,-90,1,0
4016,4016001,1993,10,18,coast of HAI,Port-au-prince,18.66667,-72.33334,4,1
4016,4016002,1994,5,29,Along the 300 mile long border between the Dominican Republic and Haiti.,elias pina,18.86667,-71.7,4,0
4016,4016003,1994,6,-9,"Southeastern United States. Specifically, US Army Rangers flew from Savannah, GA",valparaiso,30.5,-86.48333,3,0
4016,4016004,1994,7,13,"Grand Inagua Island, Bahamas 150 NW of Haiti",Inagua Island,21.08333,-73.3,3,0
4016,4016006,1994,8,-9,"Port Au Prince, Haiti",Port-au-prince,18.66667,-72.33334,1,0
4016,4016007,1994,9,-9,unspecified; off the coast of HAI,Ile de la Gonave,18.85,-73.13333,4,0
4016,4016008,1994,9,7,"Vieques, Puerto Rico",vieques,18.86667,-71.7,1,0
4016,4016009,1994,9,10,"USA troops were deployed from bases around the east coast, mostly aboard 2 Aircr",Port-au-prince,18.66667,-72.33334,1,0
4017,4017001,1993,8,12,"Near ITA-SLV border; broadly, in the area around NATO bases in Friuli-Venezia Gi",Gorizia,45.93333,13.61667,4,1
4018,4018001,1993,1,-9,Along the China-People's Republic of Korea border in the Yalu Jiang,Yalu Jiang,40,124.3667,4,1
4019,4019001,1995,4,-9,In the Yellow Sea,Yellow Sea,35,123,5,1
4020,4020001,1995,1,10,On Ertan Island,point estimate in chinese waters of taiwan straits,25.29333,119.4936,3,1
4020,4020002,1995,5,2,Near Baiquan Island,point estimate in chinese waters of taiwan straits,25.29333,119.4936,3,0
4020,4020003,1995,8,6,Xiyin Island in the Taiwan Straits,xiyang dao,26.48333,120.05,3,0
4020,4020004,1995,9,1,Near Mazu Island,point estimate in chinese waters of taiwan straits,25.29333,119.4936,3,0
4020,4020005,1995,9,7,In waters near Taiwan,Point Estimate,24,120,4,0
4020,4020006,1995,9,16,In waters near Taiwan,Point Estimate,24,120,4,0
4021,4021001,1993,3,3,ROK and the waters just off the ROK coast.  Mainly concentrated around the DMZ.,kanghwa,37.75,126.4667,4,1
4021,4021004,1993,3,9,On ROK territory,kanghwa,37.75,126.4667,5,0
4022,4022001,1993,11,7,Troops massed between Pyongyang and DMZ.,Sinmak,38.41667,126.2333,3,0
4022,4022012,1994,4,30,"Osan Peninsula, ROK",Osan Peninsula,37.18333,127.6667,3,0
4022,4022018,1994,6,9,Along the demilitarized zone separting ROK & PRK,Ch'orwan,38.25,127.1667,4,0
4022,4022020,1994,6,11,Waters near Hawaii,honolulu,21.31667,-157.8333,4,0
4022,4022023,1994,11,2,Waters off the Korean Peninsula in the Sea of Japan,kanghung,37.75,128.8833,4,0
4022,4022024,1995,4,4,North Korea,kaesong,37.96667,126.55,5,0
4022,4022026,1995,4,19,Along the demilitarized zone between North & South Korea,Ch'orwan,38.25,127.1667,4,0
4022,4022027,1995,4,23,Along the DMZ between North & South Korea,Ch'orwan,38.25,127.1667,4,0
4023,4023001,1993,1,-9,NA,hsinshe,24.85,120.9833,1,1
4024,4024001,1994,4,16,Taiping Island and the waters surrounding the Spratly Islands,Spratly Islands,8.333333,112,3,1
4025,4025001,1995,1,8,Waters around Okinawa,Okinawa,26.66667,128,3,1
4026,4026001,1996,9,4,In the waters around the Senkaku Islands in the East China Sea,Senkaku,25.75,123.5333,4,1
4027,4027001,1995,1,-9,In waters near the Nansha Islands,Nanshan Island,10.75,115.8167,3,1
4027,4027002,1995,2,22,"In the area around the Spratly Islands, near Mischief Reef",Spratly Islands,8.333333,112,3,0
4027,4027003,1995,3,25,Near Alicia Annie Island in the Spratly Islands,Alicia Annie,9.416667,115.4667,3,0
4027,4027004,1995,5,13,Mischief Reef in the Spratly Islands,Spratly Islands,8.333333,112,3,0
4027,4027005,1995,5,13,Mischief Reef in the Spratly Islands,Spratly Islands,8.333333,112,3,0
4028,4028001,1996,12,-9,On the Pag-Asa group of islands in the Spratly Islands,Pag-Asa,7.566667,125.6833,3,1
4028,4028002,1997,4,23,"In waters around the Spratly Islands, near Kota and Panata Islands",Kota,5.016667,100.9833,4,0
4028,4028003,1997,4,25,Over the Spratly Islands,Spratly Islands,8.333333,112,5,0
4028,4028004,1997,4,28,On Pag-Asa Island,Pag-Asa,7.566667,125.6833,3,0
4028,4028006,1997,4,30,"In waters near the Scarborough Shoal, 213 km west of the PHI province of Zambale",Scarborough Shoal,15.13333,117.7667,3,0
4028,4028007,1997,5,27,"On the Scarsborough Shoal, 120 miles SW of Zambales, Philippines",Scarborough Shoal,15.13333,117.7667,3,0
4028,4028008,1997,6,-9,"On Sabina Shoal, 75 miles west of the PHI island of Palawan",Sabina Shoal,9.75,116.4833,4,0
4028,4028009,1997,6,20,In waters 2 km northeast of Kota Island,Kota,5.016667,100.9833,2,0
4028,4028010,1997,7,-9,Off the Western island province of Palawan in the South China Sea.,Palawan,9.5,118.5,4,0
4029,4029001,1993,8,-9,"Gulf of Tonkin, less than 110 KM from the coast of Vietnam",Gulf of Tonkin,20,108,3,1
4030,4030001,1994,5,-9,South China Sea around the Spratly Islands,Spratly Islands,8.333333,112,3,1
4030,4030002,1994,7,-9,Around a VTM oil rig in an area known as the Blue Dragon near the Spratly Island,Spratly Islands,8.333333,112,3,0
4030,4030003,1994,7,2,Gulf of Tonkin,Gulf of Tonkin,20,108,3,0
4030,4030004,1994,8,-9,Waters near the Spratly Islands (135 Miles from the continental shelf),Spratly Islands,8.333333,112,4,0
4031,4031001,1995,3,7,"The Grand Banks off Newfoundland, Canada.  But in international waters.",Point Estimate,47,-57,3,1
4031,4031004,1995,3,8,Grand Banks,Point Estimate,47,-57,5,0
4031,4031005,1995,3,9,Grand Banks,Point Estimate,47,-57,5,0
4031,4031006,1995,3,9,"Grand Banks, off Newfoundland Canada.  In international waters.",Point Estimate,47,-57,5,0
4031,4031006,1995,3,9,"Grand Banks, off Newfoundland, Canada.  But OUTSIDE CAN territorial waters.",Point Estimate,47,-57,5,0
4031,4031009,1995,3,15,"Grand Banks, off of Newfoundland, Canada.  In international waters.",Point Estimate,47,-57,5,0
4031,4031010,1995,3,26,Grand Banks,Point Estimate,47,-57,5,0
4031,4031011,1995,3,26,Grand Banks,Point Estimate,47,-57,5,0
4031,4031012,1995,3,27,Grand Banks off Newfoundland,Point Estimate,47,-57,5,0
4031,4031015,1995,4,12,Grand Banks,Point Estimate,47,-57,5,0
4032,4032001,1993,1,30,"Kinshasa, Zaire.  Specifically the Gombe district, where the Belgian embassy is",Kinshasa,-4.333333,15.25,1,1
4032,4032002,1993,1,31,"Belgian troops were in Brazzaville, Congo, preparing to cross the Congo River in",Brazzaville,-4.15,15.2,1,0
4035,4035001,1994,6,-9,Taiwanese waters off the Pescadore Islands,Pescadore Islands,23.33333,119.5,5,1
4035,4035002,1994,9,11,Near the Zhoushan Islands south of Shanghai,Zhoushan Islands,30.5,122.2833,3,0
4035,4035003,1994,11,14,Alert was declared for troops and naval vessels along the Xiamen Coast of China,Xiamen,24.41667,118.0667,5,0
4038,4038001,1993,1,22,Cyprus,Cyprus,35,33,5,1
4038,4038002,1993,4,8,"Line dividing Greek CYP and Turkish CYP, town of Kaimakli, near Nicosia",Kaimakli,35.18333,33.38334,4,0
4038,4038003,1993,4,11,"Dherynia village, near Famagusta , Cyprus",Dherinia,35.5,33.95,1,0
4039,4039001,1993,10,14,"Kutuphane Street region, Nicosia , Cyprus",Nicosia,35.16667,33.41667,2,1
4040,4040001,1994,6,8,"Ankara, TUR",Ankara,39.95,32.9,1,1
4040,4040003,1994,9,18,The Greek foreign ministry asserts the incident occurs in Greek territorial wate,Lesvos,39.16667,26.33333,5,0
4040,4040004,1994,9,19,Turkey's concern is the extension of territorial waters by Greece in the eastern,naxos,37.1,25.35,5,0
4040,4040005,1994,10,19,Western portion of Turkey near the Aegean Sea,Izmir,38.41667,27.13333,2,0
4040,4040007,1994,11,10,"North of Crete, GRC",Iraklion,35.16667,25.16667,3,0
4040,4040009,1994,11,17,In area of northern and central Aegean Sea,Aegean Sea,38.5,25,3,0
4040,4040010,1995,2,8,"East of island of Rhodes, GRC",Lindhos,37,28.66667,2,0
4040,4040011,1995,2,8,Near the Greek island of Rhodes.,Rhodes,36.25,28.16667,3,0
4040,4040013,1995,6,8,Unclear.  Most likely in Aegean Sea.,Aegean Sea,38.5,25,5,0
4041,4041001,1994,4,10,"Peskipia e Siperme area, Ginokaster district, ALB",girokaster,40.06667,20.13333,3,1
4041,4041002,1994,7,-9,ALB-GRC border,erseke,40.31667,20.68333,4,0
4041,4041003,1994,9,8,GRC-ALB border,erseke,40.31667,20.68333,4,0
4042,4042001,1993,11,26,"Off coast of Hokkaido, JPN; also Shikotan, RUS",Hokkaido,44,143,3,1
4042,4042002,1994,3,30,"Anuchin Islands, Southern Kuriles, RUS",Anuchin Island,43.36666,146,3,0
4042,4042003,1994,6,4,"Off Kunashiri islands, diputed USSR/JPN territory currently belonging to RUS",Kunashiri,44.16667,146,3,0
4042,4042004,1994,8,15,"5 miles from RUS island of Anuchino, Kurile Islands",Kurile Islands,46.16667,152,3,0
4042,4042005,1994,8,15,"Near Habomai, 5 miles from RUS island of Anuchino, Kurile Islands",Habomai Island,43.5,146.1667,2,0
4042,4042006,1994,10,4,"Near Shikotan, RUS-JPN border",Shikotan,43.78333,146.7333,2,0
4042,4042007,1995,3,23,"Off coast of Hokkaido, JPN",Hokkaido,44,143,3,0
4042,4042008,1995,3,23,"Off the coast of Hokkaido, JPN",Hokkaido,44,143,3,0
4042,4042009,1995,4,4,"Near Tanfilyev Island, RUS",Tanfilyev,43.43333,145.9,3,0
4042,4042010,1995,4,6,"South Kurile Islands, RUS",South Kurile,44,147,3,0
4042,4042011,1995,5,10,"South Kuriles and South Sakhalin Islands, RUS",South Kurile,44,147,3,0
4042,4042012,1995,5,24,"Near islands off Hokkaido, JPN",Hokkaido,44,143,3,0
4042,4042013,1995,9,27,"Perouse Strait, RUS",la perouse strait,45.58333,142.7333,4,0
4043,4043001,1993,7,1,Border between Kosovo (YUG) and ALB,gusinje,42.55,19.83333,4,1
4043,4043003,1993,8,6,"Luge i Zi, Tropoje District, ALB; near Kosovar (YUG) border",Tropoje,42.4,20.16667,3,0
4043,4043004,1993,8,13,"Village of Zogaj-Shiroka, Shkoder district, 8km from YUG border, ALB",Shkoder,42.18333,19.75,2,0
4043,4043005,1993,8,16,ALB-YUG border,gusinje,42.55,19.83333,4,0
4043,4043006,1993,12,6,"Dragas, YUG, on YUG-ALB border",Dragash,42,20.65,1,0
4043,4043007,1994,3,5,"Near Pogaj, Hasit region, Northern ALB",Pogaj,42.16667,20.51667,3,0
4043,4043008,1994,4,6,"Near Mulliq, Djakovica Municipality, YUG",Djakovica,42.4,20.41667,2,0
4043,4043009,1994,8,11,"Pashtrik Post, ALB, adjacent to YUG border",Pashtrik,42.2,20.51667,1,0
4043,4043010,1994,8,11,"Pashtrik Post, ALB, adjacent to YUG border",Pashtrik,42.2,20.51667,1,0
4045,4045001,1995,3,-9,"Near Pristina, Kosovo, YUG",Pristina,42.66667,21.48333,2,1
4046,4046001,1994,4,23,YUG-MAC border.  US observation post 51-E and another post in Nothern MAC,belanovce,42.21667,21.55,4,1
4046,4046002,1994,4,23,"YUG-MAC border, US observation post 51-E and another post in Northern MAC.",belanovce,42.21667,21.55,4,0
4046,4046003,1994,5,-9,YUG-MAC border,belanovce,42.21667,21.55,4,0
4046,4046004,1994,5,4,YUG-MAC border,belanovce,42.21667,21.55,4,0
4046,4046006,1994,6,13,"Near Kriva Palanka, MAC",Kriva Palanka,42.2,22.31667,2,0
4048,4048001,1993,1,26,Adriatic Sea,Adriatic Sea,43,16,5,1
4050,4050001,1994,4,8,"Odessa, newshore of Black Sea, UKR",Odessa,46.46667,30.73333,1,1
4050,4050002,1994,4,9,"Black Sea, off the coast of Sevastopol, RUS",Sevastopol,44.6,33.53333,4,0
4050,4050003,1994,4,9,"Black sea, between Odessa, UKR and Sevastopol, RUS",Point Estimate,45,31.83333,4,0
4050,4050004,1994,4,10,"Odessa, UKR",Odessa,46.46667,30.73333,1,0
4051,4051001,1993,2,15,"Dnestr Region, MLD",Dnestr,46.3,30.28333,3,1
4052,4052001,1993,6,9,International waters off the coast of CHN,zhuxi,29.6,121.4,4,1
4054,4054001,1993,3,3,TAJ-AFG border,rhuson,37.95,71.55,4,1
4054,4054004,1993,5,29,"11th Section, TAJ-AFG border",rhuson,37.95,71.55,3,0
4054,4054005,1993,7,-9,AFG villages along the TAJ border,maymey,38.38334,71.01667,4,0
4054,4054006,1993,7,12,"Takhar and Northern provinces of AFG, south of the Amu Darya River border betwee",Takhar Province,36.5,69.5,3,0
4054,4054007,1993,7,13,Border post in the Shurobad district of TAJ,shuroaobad,37.85,70.05,1,0
4054,4054008,1993,7,13,Border post in the Shurobad district of Tajikistan,shuroaobad,37.85,70.05,1,0
4054,4054009,1993,7,17,AFG villages bordering TAJ,maymey,38.38334,71.01667,4,0
4054,4054010,1993,7,17,TAJ-AFG Border,rhuson,37.95,71.55,4,0
4054,4054011,1993,7,28,"Badakjshan/Takhar provinces of AFG, south of Amu Darya river, west of Hindu Kush",Badakhshan,36.75,72,3,0
4054,4054012,1993,7,28,Within Afghan territory along the Tajikistan-Afghanistan border,maymey,38.38334,71.01667,5,0
4054,4054015,1993,7,31,Afghanistan's Badakhshan province,Badakhshan,36.75,72,3,0
4054,4054016,1993,8,3,Attacks occurred in AFG northern Takhar province,Takhar Province,36.5,69.5,5,0
4054,4054019,1993,8,7,TAJ-AFG border,rhuson,37.95,71.55,4,0
4055,4055001,1994,12,31,"Baharak district of Badakhshan provice, Afghanistan & Chahaab district of Takhar",Baharak,36.8,69.4,3,1
4055,4055002,1995,1,9,"Darwaz district, Badakhshan province Afghanistan",Darwaza,35.61666,69.68333,3,0
4055,4055003,1995,4,9,"Baharak district, Badakhshan Province, Nurabad region of Malango, and Takhar Pro",Baharak,36.8,69.4,3,0
4055,4055004,1995,4,10,Along the border between Afghanistan and Tajikistan (within Tajikistan),Darwaza,35.61666,69.68333,4,0
4055,4055005,1995,4,13,Taloqan in Northern Afghanistan,Taloqan,36.73333,69.53333,1,0
4055,4055006,1995,4,20,"Darwaz district of Badakhshan Region, Afghanistan",Darwaza,35.61666,69.68333,3,0
4055,4055007,1995,4,22,Village of Maymay in northern Afghanistan,Maymay,38.4,71.03333,1,0
4055,4055008,1995,5,-9,Along the Tajikistan-Afghanistan border,rhuson,37.95,71.55,4,0
4058,4058001,1993,6,26,"ALB-MAC border post of Strezimir, MAC",Strezimir,41.76667,20.65,4,1
4060,4060001,1995,3,25,Near Taiping Island within the Spratly Islands,Spratly Islands,9.85,114.3,3,1
4061,4061001,1995,8,21,Over the Sensaku Islands in the East China Sea,Senkaku,25.75,123.5333,3,1
4061,4061002,1995,8,21,Over the Sensaku Islands in the East China Sea,Senkaku,25.75,123.5333,3,0
4062,4062001,1996,7,-9,In the waters around the Senkaku Islands,Senkaku,25.75,123.5333,4,1
4063,4063001,1996,9,2,In the South China Sea near the Natuna Islands,Natuna,4,108.25,4,1
4063,4063002,1996,9,-9,In the South China Sea near the Natuna Islands,Natuna,4,108.25,4,0
4064,4064001,1995,7,-9,Near China's eastern Nanjing base,nanjing,32.03333,118.7667,2,1
4064,4064002,1995,7,11,In the South China Sea,South China Sea,15,115,5,0
4064,4064003,1995,7,16,Within the South China Sea,South China Sea,15,115,5,0
4064,4064005,1995,7,21,"In the East China Sea, 160 KM from Taiwan",East China Sea,29,125,5,0
4064,4064006,1995,8,-9,Island of Tung-Yin off China's Fujian province,Tungyin,26.36667,120.4833,1,0
4064,4064007,1995,8,15,"East China Sea, less than 100 miles from Taiwan",East China Sea,29,125,5,0
4064,4064009,1995,9,-9,"In the East China Sea, less than 200 KM north of Taipei",East China Sea,29,125,5,0
4064,4064011,1995,11,23,"On Tungshan Island off Fujian Province, China",Tungshan,27.83333,121.1333,3,0
4064,4064012,1995,11,23,"Kinmen Island, Taiwan",Kinmen,24.43333,118.3667,3,0
4064,4064014,1995,12,19,In waters in the Taiwan Strait,Taiwan Straits,24,119,4,0
4064,4064015,1996,2,-9,On China's Fujian province directly across from Taiwan,Fujian,26.53333,117.8333,3,0
4064,4064016,1996,2,13,"Southeast coastal province of Fujian, Jinan, Shandong, Guangzhou, China",Jinan,28.61667,119.3167,3,0
4064,4064018,1996,3,-9,In the air over the Taiwan Strait,Taiwan Straits,24,119,5,0
4064,4064019,1996,3,-9,In the Taiwan Strait (international waters 200 miles east of Taiwan),Taiwan Straits,24,119,5,0
4064,4064022,1996,3,8,In the area immediately surrounding Taiwan: 3/8-3/15:  35-65 KM East of Keelung,Keelung,25.13333,121.7333,3,0
4064,4064023,1996,3,10,The waters East and South of Taiwan.  The US ships did not sail through the Taiw,nan-liao,22.65,121.4667,3,0
4065,4065001,1994,8,23,Liaodong Peninsula,Liaodong,40,122.3333,3,1
4065,4065002,1994,8,23,"Liaodong Peninsuala, China",Liaodong,40,122.3333,3,0
4065,4065003,1994,10,-9,In the Yellow Sea,Yellow Sea,36,124,5,0
4066,4066001,1993,2,1,Border region of Ghana and Togo,kilinga,8.283334,0.6666667,4,1
4067,4067001,1993,2,18,Chad-Niger border (Lake Chad area),Lake Chad,13.33333,14,4,1
4068,4068001,1995,7,26,Islands in Lake Chad region.,Lake Chad,13.33333,14,3,1
4069,4069001,1993,3,31,Congo River.  (The border between Congo and Zaire runs down the middle of the ri,Bolobo,-2.166667,16.23333,4,1
4071,4071001,1994,10,23,"The border between Zaire and Angola's Cabinda enclave, near Yema (Iema), approxi",Yema,-5.733333,12.28333,4,1
4072,4072001,1993,3,13,Northern Iraq,mosul,36.31667,43.1,3,1
4072,4072002,1993,4,19,"Kurdish villages and towns in northern Iraq: Mirana, Dara Tuy, Kani Sana, Barder",Kani Sana,35.5,46.1,3,0
4072,4072003,1993,5,14,"Areas of Serkzel, Jawa Klaw, Dissounk, and Shouldara in northern Iraq",dahuk,36.89222,43.02,2,0
4072,4072004,1993,5,25,Khalis and Jalula areas in Diyala Province of Iraq,Diyala,35.06667,45.76667,3,0
4072,4072005,1993,5,25,Mujahedeen-i-Khalq Organization (MKO) bases in Iraq at Al-Khalis and Jalula,Al-Khalis,33.85,44.51667,2,0
4072,4072006,1993,6,-9,Iranian airspace,point estimate,33.79667,45.77972,5,0
4072,4072007,1993,6,24,"IRQ, near IRN border",kanjam cham,33.23333,46.23333,4,0
4072,4072008,1993,7,21,"Sulaymaniyah province: Chwarta, Kanarwo, Qarah Dagh subdistrict, and Penjwin.",Sulaymaniyah,35.66667,45.5,3,0
4073,4073001,1993,3,11,Port Sudan,Port Sudan,19.6,12.98333,1,1
4075,4075001,1993,3,5,Shortland Island,Shortland Island,-10.53333,151.1,3,1
4075,4075002,1993,4,4,Off Bougainville Island,Bougainville,-6,155,3,0
4075,4075003,1993,4,-9,"Mono island, 20 miles over the border between Papua New Guinea and Solomon islan",Ovau Island,-6.783333,156.0167,3,0
4076,4076001,1996,6,1,A village in the waters on Solomon Islands,Solomon Islands,-8,159,4,1
4076,4076002,1996,7,-9,"Solomon waters, around the island of Bougainville",Bougainville,-6,155,4,0
4076,4076003,1996,7,-9,Solomon Islands waters,Solomon Islands,-8,159,4,0
4076,4076004,1996,11,20,"Ovau Island, Telube and Sasamungga",Ovau Island,-6.783333,156.0167,3,0
4078,4078001,1994,8,5,Northern Uganda.  No specific location is provided by the news source.,point estimate,2.860278,32.93167,3,1
4078,4078002,1994,12,13,"The Moyo district of northwestern Uganda, near the Sudan-Uganda border, in the v",Moyo,3.65,31.71667,3,0
4078,4078003,1995,1,21,Northern Uganda,old dufile,3.566667,31.96667,3,0
4078,4078004,1995,1,23,The border between Uganda and Sudan.,old dufile,3.566667,31.96667,4,0
4078,4078005,1995,1,30,Koboko in Arua district of northern Uganda,Koboko,3.416667,30.96667,1,0
4078,4078006,1995,5,4,The border between Uganda and Sudan.  The Ugandan president issued the threat fr,gulu,2.766667,32.28333,4,0
4078,4078007,1995,8,9,"The Arua district of northern Uganda, near the Uganda-Sudan border.  Specificall",Arua,3.016667,30.91667,3,0
4078,4078008,1995,8,27,"Oraba, in northern Uganda.",Oraba,3.533333,30.88333,1,0
4078,4078009,1995,11,8,Throughout Sudan; but especially in the northern part of the country.,point estimate,2.860278,32.93167,5,0
